id_objeto,clase,score_if,score_lof,candidato_fuerte_global,score_if_percentil_clase,score_lof_percentil_clase,n_train_clase,base_suficiente,candidato_fuerte_por_clase,candidato_robusto,prediccion,mal_clasificado,es_clase_dificil,candidato_interesante
CSS_J142853.6-111124,RRc,0.3704525196426927,1.105950759346094,False,11.45610278372591,22.269807280513916,2917,True,False,False,RRc,False,False,False
CSS_J035308.1-024445,EW,0.39196988771340663,0.9837683343552432,False,53.86036202438124,13.945326930181013,16851,True,False,False,EW,False,False,False
CSS_J232838.0+400336,EW,0.41157927515758985,1.0189175379279147,False,83.7643147395641,25.267824159586254,16851,True,False,False,EW,False,False,False
CSS_J090504.5+351854,EW,0.46818104222154094,1.328977271153957,False,89.63797561876616,92.79645363871445,16851,True,False,False,EW,False,False,False
CSS_J053058.0-034529,RS CVn,0.42191456011535616,1.0827347572116546,False,70.22058823529412,66.91176470588235,846,True,False,False,EW,True,True,False
CSS_J014920.7+251349,EW,0.3806558846605844,1.0411797296733925,False,60.84226080531954,36.55338012560029,16851,True,False,False,EW,False,False,False
CSS_J105356.1-135020,LPV,0.6774998040566321,1.007067484201797,False,50.57471264367817,54.02298850574713,281,True,False,False,LPV,False,False,False
CSS_J170752.8+413315,RS CVn,0.44246325290492367,1.0854211848901767,False,24.264705882352942,31.25,846,True,False,False,RS CVn,False,True,False
CSS_J054257.5-123940,EW,0.45640051914958557,1.0092043388004917,False,92.55633542667158,27.44735869966753,16851,True,False,False,EW,False,False,False
CSS_J164633.5+051427,RS CVn,0.46283625280582485,1.0508646716147432,False,19.852941176470587,2.5735294117647056,846,True,False,False,RS CVn,False,True,False
CSS_J213424.1+094601,RRab,0.5028228115908915,1.284701924198663,False,82.99492385786802,54.82233502538071,1249,True,False,False,RRab,False,False,False
CSS_J082957.9+175739,EW,0.4175492502176631,1.048905138253812,False,75.54488363502033,51.533062430735136,16851,True,False,False,EW,False,False,False
CSS_J201309.7-133403,RRab,0.40577223104518906,1.1946878156260372,False,81.97969543147208,96.19289340101524,1249,True,False,False,RRab,False,False,False
CSS_J074530.0+372258,RRc,0.41620627030296037,1.5301131767095293,False,89.50749464668094,95.07494646680942,2917,True,False,False,RRc,False,False,False
CSS_J034021.1-144648,EW,0.3909569527817054,1.0465031533636184,False,68.39674916882157,45.068341337273736,16851,True,False,False,EW,False,False,False
CSS_J172318.3+315245,EA,0.39993874469202756,1.0430470412999584,False,14.373464373464373,16.461916461916463,2597,True,False,False,EA,False,False,False
CSS_J165242.9+073623,RS CVn,0.46279274939798754,1.21078126972025,False,44.48529411764706,14.705882352941178,846,True,False,False,RS CVn,False,True,False
CSS_J154619.1+363404,RRd,0.35670177150639326,1.1384850416195953,False,11.76470588235294,30.58823529411765,258,True,False,False,RRc,True,True,False
CSS_J072339.0+295500,EW,0.37831320840753846,0.9933253605159843,False,54.72848171407462,12.910971555227189,16851,True,False,False,EW,False,False,False
CSS_J125741.5-082900,RRc,0.37959793392415847,1.0430361719648373,False,49.78586723768736,67.55888650963597,2917,True,False,False,RRc,False,False,False
CSS_J015733.5+375717,EW,0.43612332031676293,1.0295926058252793,False,95.19763575914297,28.629479128186187,16851,True,False,False,EA,True,False,False
CSS_J045031.6+033737,EW,0.3817409838256782,1.0204323226643595,False,39.046915404506834,68.19357222016993,16851,True,False,False,EW,False,False,False
CSS_J100810.9+605837,EW,0.3520053721696971,1.0005600264648289,False,8.127077946065755,7.628370890284447,16851,True,False,False,EW,False,False,False
CSS_J073437.3+532334,EW,0.3640264165185511,0.9921484257820486,False,26.283708902844477,41.24492057628371,16851,True,False,False,EW,False,False,False
CSS_J215117.9-131022,RRc,0.36269271837258377,1.1142818521789912,False,4.389721627408994,47.644539614561026,2917,True,False,False,RRc,False,False,False
CSS_J092629.1+301034,RS CVn,0.559291302867788,0.9999534980657734,False,88.60294117647058,77.20588235294117,846,True,False,False,RS CVn,False,True,False
CSS_J033933.6+284337,EW,0.3662959668598168,1.0118526851127072,False,34.650905060953086,31.972663465090505,16851,True,False,False,EW,False,False,False
CSS_J131331.5+101007,EW,0.39017603103258663,1.1119141870813887,False,44.86516438862209,72.97746582933136,16851,True,False,False,EW,False,False,False
CSS_J055859.6-174934,EW,0.3836291669640211,0.9969872753588627,False,48.762467676394536,26.15441448097525,16851,True,False,False,EW,False,False,False
CSS_J222405.0+293611,EW,0.35938452205052684,1.0026823731981707,False,15.847801994828222,14.111562615441448,16851,True,False,False,EW,False,False,False
CSS_J202305.8-120624,EW,0.47161544136255185,1.1198322856125613,False,95.01292944218692,69.56039896564462,16851,True,False,False,EW,False,False,False
CSS_J161435.2+132852,EA,0.5077525971439864,1.2840495711394535,False,54.2997542997543,82.55528255528255,2597,True,False,False,EA,False,False,False
CSS_J044329.6-134444,RRc,0.37242969791325803,1.0314679068544699,False,50.428265524625274,64.77516059957173,2917,True,False,False,RRc,False,False,False
CSS_J103100.5+343409,RRab,0.4417139107379691,1.041313080350294,False,94.67005076142132,95.17766497461929,1249,True,False,False,EW,True,False,False
CSS_J022636.1-075005,EW,0.40219385992185536,1.0590774298398555,False,64.57332840783154,56.834133727373484,16851,True,False,False,EW,False,False,False
CSS_J204055.4-070034,RRab,0.41055873420093636,1.0303973137063873,False,3.2994923857868024,16.243654822335024,1249,True,False,False,RRab,False,False,False
CSS_J140700.3+014039,EW,0.3684424913559081,1.1387825109437126,False,33.26560768378278,57.203546361285554,16851,True,False,False,EW,False,False,False
CSS_J015441.7+381010,EW,0.36225200749879294,1.0640956983362102,False,24.43664573328408,54.28518655338013,16851,True,False,False,EW,False,False,False
CSS_J232858.2+421141,EW,0.3497043083266303,0.9829205671856938,False,2.8998891762098267,4.469892870336166,16851,True,False,False,EW,False,False,False
CSS_J051220.0+054814,EA,0.5591907181238115,1.034734539622923,False,92.26044226044226,90.7862407862408,2597,True,False,False,EA,False,False,False
CSS_J055555.9+043815,EW,0.43634421015076313,1.0998433294924768,False,86.20243812338381,73.5315847801995,16851,True,False,False,EW,False,False,False
CSS_J151120.3-020423,RRc,0.3860014108555008,1.0031559465279367,False,16.595289079229122,29.978586723768736,2917,True,False,False,RRc,False,False,False
CSS_J173041.8+161219,EW,0.4079130285875575,1.1149222387029367,False,81.23383819726635,77.65053564831918,16851,True,False,False,EW,False,False,False
CSS_J223722.7-124100,RRab,0.4318900490475836,0.986634643685308,False,51.776649746192895,76.90355329949239,1249,True,False,False,RRab,False,False,False
CSS_J233139.3-024205,EW,0.43020203651508854,1.0885732730726372,False,83.3394902105652,83.96749168821573,16851,True,False,False,EW,False,False,False
CSS_J052244.8-010231,RS CVn,0.4396980263297974,1.1760851256391638,False,87.13235294117648,70.58823529411765,846,True,False,False,RS CVn,False,True,False
CSS_J051523.7-191005,EW,0.37878198440807737,1.0045617138117753,False,34.835611377909125,34.46619874399705,16851,True,False,False,EW,False,False,False
CSS_J075442.6+555622,EW,0.39747974614119447,1.4066102878980298,False,62.06132249722941,97.41411156261545,16851,True,False,False,EW,False,False,False
CSS_J162101.5-181835,RRab,0.35922057827912324,1.0113034390228326,False,81.7258883248731,87.81725888324873,1249,True,False,False,EW,True,False,False
CSS_J171624.8+064155,EW,0.4566677396693205,1.2378218571750081,False,95.10528260066494,96.98928703361655,16851,True,False,False,EW,False,False,False
CSS_J005941.2-081247,EW,0.3661071257132933,1.042530317106008,False,21.48134466198744,44.21869227927595,16851,True,False,False,EW,False,False,False
CSS_J080902.2+150848,RRab,0.40630637394595487,1.2743415000513447,False,49.746192893401016,71.57360406091371,1249,True,False,False,RRab,False,False,False
CSS_J074100.0+520732,EW,0.39000455258550015,1.1677087861853257,False,66.12486147026229,85.09420022164758,16851,True,False,False,EW,False,False,False
CSS_J130025.7+530328,EW,0.4716829437767911,1.5500574002262413,False,91.651274473587,98.35611377909125,16851,True,False,False,RRc,True,False,False
CSS_J145242.8-120436,EW,0.48446971737279776,1.3018282756106214,False,95.77022534170668,94.38492796453639,16851,True,False,False,EW,False,False,False
CSS_J123425.4+153042,EW,0.3556787950338611,1.0250954445617455,False,7.997783524196528,12.578500184706318,16851,True,False,False,EW,False,False,False
CSS_J094356.5+503800,EW,0.38475175076997464,1.0059814297262828,False,51.533062430735136,32.26819357222017,16851,True,False,False,EW,False,False,False
CSS_J210829.5-100655,EW,0.3572816273349943,1.0235744700829525,False,13.372737347617289,22.40487624676764,16851,True,False,False,EW,False,False,False
CSS_J021848.4+293908,EW,0.3927985249746687,0.9980624894533028,False,62.81861839674917,9.420022164758034,16851,True,False,False,EW,False,False,False
CSS_J051515.3+153731,RRc,0.3675636124681728,0.9930572310131758,False,47.96573875802998,93.25481798715204,2917,True,False,False,RRc,False,False,False
CSS_J170240.0+151123,EW,0.3945741424894863,1.3141931744159454,False,71.00110823790173,95.38234207609901,16851,True,False,False,EW,False,False,False
CSS_J143122.9+522031,EW,0.40914894268577284,1.1371846681193198,False,75.21241226449945,57.683782785371264,16851,True,False,False,EW,False,False,False
CSS_J024829.2+030904,EW,0.4388712136770412,1.0452998686507913,False,82.71148873291466,39.601034355374956,16851,True,False,False,EW,False,False,False
CSS_J070705.9+393031,EW,0.47129638290315823,1.043176253026264,False,94.86516438862209,36.38714444033986,16851,True,False,False,EW,False,False,False
CSS_J094953.4+353759,RRc,0.37243786952194463,0.9982819888278314,False,4.925053533190578,1.4989293361884368,2917,True,False,False,RRc,False,False,False
CSS_J142152.5+380905,EW,0.3540873560183461,1.106342554926682,False,8.23790173623938,64.14850387883266,16851,True,False,False,EW,False,False,False
CSS_J163436.9+154421,EA,0.4623316702865345,1.0248087638858177,False,19.41031941031941,35.25798525798526,2597,True,False,False,EA,False,False,False
CSS_J225506.3+302116,EW,0.3939310484734355,1.0952880990619216,False,65.53380125600296,59.95567048393055,16851,True,False,False,EW,False,False,False
CSS_J084554.2+193456,EW,0.6657291966066908,1.4038689764290468,False,100.0,99.22423346878463,16851,True,True,False,EW,False,False,False
CSS_J211831.3-084953,EW,0.3830724660178114,1.0414250192473709,False,40.820096047284814,38.19726634650905,16851,True,False,False,EW,False,False,False
CSS_J054058.3+021852,EW,0.42868031865120954,1.0412174945575148,False,85.68526043590691,48.356113779091245,16851,True,False,False,EW,False,False,False
CSS_J014850.1+224637,EW,0.4424379197532379,1.119386060313151,False,93.9601034355375,54.87624676763946,16851,True,False,False,EW,False,False,False
CSS_J161741.1-032322,RRc,0.3960978318547874,1.0301734748255342,False,40.79229122055675,38.22269807280514,2917,True,False,False,RRc,False,False,False
CSS_J043500.2+105716,EW,0.4477450743567458,1.7593347049330526,False,92.98115995567049,99.35352789065387,16851,True,False,False,EW,False,False,False
CSS_J083422.6+014401,EW,0.37513938245828016,0.9983030849156973,False,42.33468784632434,17.1407462135205,16851,True,False,False,EW,False,False,False
CSS_J213702.7+044629,EA,0.5560848217783051,1.0605918988310843,False,90.7862407862408,84.27518427518427,2597,True,False,False,EA,False,False,False
CSS_J033040.4+080340,EW,0.40180517273090555,1.2218611964487338,False,73.71629109715552,84.02290358330255,16851,True,False,False,EW,False,False,False
CSS_J163602.6+430700,EW,0.37626738793093034,1.051044144122051,False,43.12892500923532,48.07905430365719,16851,True,False,False,EW,False,False,False
CSS_J172719.1+140236,RRc,0.4019679172617143,1.1356115592137899,False,50.96359743040685,75.05353319057816,2917,True,False,False,RRc,False,False,False
CSS_J165851.9+090820,EW,0.36362549923623944,1.043601914410168,False,17.251570003694123,51.625415589213155,16851,True,False,False,EW,False,False,False
CSS_J143857.8+073136,RRc,0.3851516084513461,1.354646841841999,False,65.63169164882227,73.23340471092077,2917,True,False,False,RRc,False,False,False
CSS_J080707.0+382856,EW,0.41992909033074916,1.0502822091176138,False,79.51606944957518,42.408570373106755,16851,True,False,False,EW,False,False,False
CSS_J155023.6-091044,EW,0.40715566765308137,1.1109348324925081,False,82.97007757665313,79.09124492057629,16851,True,False,False,EW,False,False,False
CSS_J121856.7+143714,RS CVn,0.5473416981031629,0.987144810986675,False,75.73529411764706,43.01470588235294,846,True,False,False,RS CVn,False,True,False
CSS_J034402.6-072053,EW,0.3919480591766928,1.0186467952741314,False,57.96084226080532,48.042113040265974,16851,True,False,False,EW,False,False,False
CSS_J080121.4+510456,EW,0.36383261927357013,0.9877986775776456,False,24.270410048023642,6.483191725157001,16851,True,False,False,EW,False,False,False
CSS_J054235.2-034650,RRc,0.3601786328609327,0.9961138932851494,False,35.224839400428266,88.97216274089935,2917,True,False,False,EW,True,False,False
CSS_J051438.1-122026,EW,0.3546372252562065,1.0315058385753868,False,6.76025120059106,39.65644625046176,16851,True,False,False,EW,False,False,False
CSS_J044512.8+204834,RS CVn,0.4291758717288394,1.2345394919243262,False,65.44117647058823,76.47058823529412,846,True,False,False,RS CVn,False,True,False
CSS_J052704.6-053649,EA,0.4186075148086412,1.0348096680981667,False,18.67321867321867,44.22604422604422,2597,True,False,False,EA,False,False,False
CSS_J044532.8+174543,EW,0.36896641900942556,1.0292880479312712,False,33.69043221278168,43.221278167713336,16851,True,False,False,EW,False,False,False
CSS_J210230.7+000846,EW,0.3639970805812725,1.0499776052537524,False,24.86147026228297,45.86257850018471,16851,True,False,False,EW,False,False,False
CSS_J041909.6-042243,RRc,0.3724587585234723,1.0450255336733905,False,1.3918629550321198,7.494646680942184,2917,True,False,False,RRc,False,False,False
CSS_J162121.5-084724,EW,0.41461529632888816,1.0433942513361425,False,68.63686738086443,36.017731806427776,16851,True,False,False,EW,False,False,False
CSS_J081607.3+124825,EW,0.40401461487045337,1.1190070148486992,False,72.79275951237533,70.52087181381603,16851,True,False,False,EW,False,False,False
CSS_J073824.9+200847,EW,0.3583227585464031,0.9979308599161119,False,14.056150720354635,6.39083856667898,16851,True,False,False,EW,False,False,False
CSS_J043639.1+373436,EW,0.35896859945654475,0.9869709210591362,False,14.554857776135943,18.544514222386404,16851,True,False,False,EW,False,False,False
CSS_J205733.8+044320,RRc,0.3849043673499383,1.134108987870921,False,16.488222698072803,29.764453961456105,2917,True,False,False,RRc,False,False,False
CSS_J011855.2+143725,EW,0.4216891143641344,1.091003780331968,False,83.22866642039158,73.69782046545991,16851,True,False,False,EW,False,False,False
CSS_J170438.0+330348,EW,0.39972458105738257,1.15394272299165,False,62.92944218692279,78.53712596970817,16851,True,False,False,EW,False,False,False
CSS_J210301.2-051557,EA,0.475879852778176,1.1034848776516342,False,49.385749385749385,71.007371007371,2597,True,False,False,EA,False,False,False
CSS_J084232.9+062119,LPV,0.7707702510722751,1.3860716204108994,False,90.80459770114942,93.10344827586206,281,True,False,False,LPV,False,False,False
CSS_J050003.0+070611,EW,0.37405106029914004,1.0709871640399393,False,37.9756187661618,68.11968969338751,16851,True,False,False,EW,False,False,False
CSS_J045455.4-074524,EW,0.3535934313195382,1.0262995882232449,False,5.633542667159217,39.91503509420022,16851,True,False,False,EW,False,False,False
CSS_J022040.3+353111,EW,0.3685414316844971,1.0194195273584346,False,43.498337643147394,34.226080531954196,16851,True,False,False,EW,False,False,False
CSS_J091042.1+101143,EA,0.4993586419634555,1.1489660624780786,False,92.50614250614251,93.48894348894349,2597,True,False,False,EA,False,False,False
CSS_J090716.8+060748,EW,0.3714059165519002,1.0798672670582916,False,42.77798300701884,58.865903213889915,16851,True,False,False,EW,False,False,False
CSS_J071131.5+324026,EW,0.40715119559845975,1.104176269615939,False,79.55301071296638,77.46582933136314,16851,True,False,False,EW,False,False,False
CSS_J233003.4-024818,EW,0.37355491844747335,1.0068590075159023,False,30.624307351311415,57.942371629109715,16851,True,False,False,EW,False,False,False
CSS_J090650.6+034001,EW,0.38174795184800925,1.1886409036402237,False,61.95049870705578,75.61876616180272,16851,True,False,False,EW,False,False,False
CSS_J181511.1+322926,EA,0.6011512000158271,1.042413678154399,False,92.87469287469288,21.744471744471745,2597,True,False,False,EA,False,False,False
CSS_J232008.0+172736,EW,0.38699136011961777,1.0075455346645799,False,64.00073882526782,22.05393424455116,16851,True,False,False,EW,False,False,False
CSS_J061242.0-092333,EW,0.3501713923473193,1.0531772702754352,False,5.762837089028445,41.28186183967492,16851,True,False,False,EW,False,False,False
CSS_J235256.8+440540,EW,0.4202488625146799,1.031530720080641,False,75.9512375323236,30.070188400443293,16851,True,False,False,EW,False,False,False
CSS_J093503.4-103251,RRc,0.38340426328083976,1.0986706962283652,False,28.051391862955033,56.20985010706639,2917,True,False,False,RRc,False,False,False
CSS_J084610.9+022805,EW,0.35446060561293574,1.0715166244202412,False,9.715552271887699,59.49390469154046,16851,True,False,False,EW,False,False,False
CSS_J003439.6+290845,RRc,0.4474672234110009,1.074239250541446,False,81.37044967880087,65.0963597430407,2917,True,False,False,RRc,False,False,False
CSS_J205754.6-163232,EW,0.3597319247310473,1.0754495952281125,False,4.322127816771334,51.86553380125601,16851,True,False,False,EW,False,False,False
CSS_J212514.8-111152,EW,0.3699481465575507,1.0110333010131232,False,36.29479128186184,32.17584041374215,16851,True,False,False,EW,False,False,False
CSS_J151228.1+341817,EW,0.35833075609979376,0.9805284527855239,False,4.285186553380125,0.8127077946065755,16851,True,False,False,EW,False,False,False
CSS_J162020.6+263517,EW,0.3643024970095395,1.0341037305880338,False,27.835241965275216,45.8256372367935,16851,True,False,False,EW,False,False,False
CSS_J175558.9+292251,RS CVn,0.4134732911034021,1.1420100854594615,False,76.10294117647058,60.66176470588235,846,True,False,False,EW,True,True,False
CSS_J232133.3+260201,EW,0.39026122906142124,1.2907871284592354,False,65.18285925378649,93.68304396010345,16851,True,False,False,EW,False,False,False
CSS_J095906.4+294050,EW,0.3645258550409712,1.0021010352638335,False,16.956039896564462,16.34650905060953,16851,True,False,False,EW,False,False,False
CSS_J042918.1+033846,EW,0.40458127850110887,1.1220190539555965,False,85.48208348725527,61.74732175840414,16851,True,False,False,EW,False,False,False
CSS_J051457.3+014341,EW,0.3629979001550196,1.2205314170798707,False,19.30181012190617,91.11562615441449,16851,True,False,False,EW,False,False,False
CSS_J112107.7+193330,EW,0.3776543263091972,1.1034322765756652,False,52.71518285925379,68.9878093830809,16851,True,False,False,EW,False,False,False
CSS_J151351.4+025957,EW,0.3562283772920665,1.0172978653790739,False,12.68932397487994,24.36276320650166,16851,True,False,False,EW,False,False,False
CSS_J021015.5+302645,EW,0.39416862434693817,0.9941775019443252,False,61.895086811968966,44.05245659401552,16851,True,False,False,EW,False,False,False
CSS_J114105.0+285921,RRc,0.3834356557762358,1.0436235688568574,False,28.586723768736615,42.07708779443255,2917,True,False,False,RRc,False,False,False
CSS_J053218.8-050526,EW,0.38679080202421334,1.0869074355098667,False,78.88806797192464,89.71185814554858,16851,True,False,False,EW,False,False,False
CSS_J094123.8+234533,RRd,0.3936340425774704,1.2610768062064224,False,63.52941176470588,57.647058823529406,258,True,False,False,EW,True,True,False
CSS_J173851.2+255746,EW,0.413171853368185,1.0409732243745855,False,84.89102327299594,41.57739194680458,16851,True,False,False,EW,False,False,False
CSS_J011048.3-181330,EW,0.4636101165742026,1.1316097554922537,False,89.15773919468046,79.1281861839675,16851,True,False,False,EW,False,False,False
CSS_J233138.1+072100,EW,0.35322079317879657,0.9954977194923693,False,10.546730698189878,8.164019209456963,16851,True,False,False,EW,False,False,False
CSS_J213005.1+204430,EW,0.37817528612292256,1.0385422019433936,False,38.62209087550794,27.63206501662357,16851,True,False,False,EW,False,False,False
CSS_J154239.7-190535,RRab,0.38205512622842414,1.050984734910496,False,89.84771573604061,67.76649746192894,1249,True,False,False,EW,True,False,False
CSS_J050906.2-034243,EW,0.40006274680424,1.123547147544353,False,59.82637606206133,74.34429257480606,16851,True,False,False,EW,False,False,False
CSS_J224228.1+060856,RS CVn,0.4769615695154427,1.2489446128407846,False,55.51470588235294,25.0,846,True,False,False,RS CVn,False,True,False
CSS_J045705.2-094658,EW,0.41416962734745355,1.0900273978576562,False,92.31621721462874,96.26893239748799,16851,True,False,False,RS CVn,True,False,False
CSS_J030014.5+121510,EW,0.3638240748742345,1.0574842904860307,False,30.58736608792021,44.55116364979682,16851,True,False,False,EW,False,False,False
CSS_J072502.6+341446,EW,0.3817884868949547,1.0048047115456096,False,55.70742519394163,26.228297007757668,16851,True,False,False,EW,False,False,False
CSS_J084022.6-103823,EW,0.49837489294484455,1.4473858906711699,False,98.07905430365719,97.85740672330994,16851,True,False,False,EW,False,False,False
CSS_J055922.9+025917,EW,0.4072882243126919,1.0696394486040068,False,79.27595123753233,56.11377909124492,16851,True,False,False,EW,False,False,False
CSS_J051654.1+033252,EA,0.5360903139569306,1.3735897558165355,False,98.4029484029484,98.64864864864865,2597,True,True,False,EW,True,False,False
CSS_J041253.9+270016,EW,0.48148301154723905,1.286670031774198,False,94.07092722571112,97.54340598448466,16851,True,False,False,EW,False,False,False
CSS_J081658.3+242052,EW,0.38988658596797005,1.2976225798905845,False,63.61285555966014,86.40561507203547,16851,True,False,False,EW,False,False,False
CSS_J152031.8+355702,EW,0.3528610449605054,1.000557636402592,False,6.963428149242704,17.417805688954562,16851,True,False,False,EW,False,False,False
CSS_J162245.7-155805,EW,0.3654222240508204,1.0606557297652226,False,34.004432951606944,87.920206871075,16851,True,False,False,RRc,True,False,False
CSS_J220014.2+230500,EW,0.392191245977922,1.2565474517217614,False,57.53601773180643,87.9756187661618,16851,True,False,False,EW,False,False,False
CSS_J123831.3+112729,RRc,0.3768871467835658,1.133200880546112,False,13.062098501070663,79.55032119914347,2917,True,False,False,RRc,False,False,False
CSS_J232611.8+380115,EW,0.38276096611100363,1.0103294433176246,False,51.34835611377909,40.17362393793868,16851,True,False,False,EW,False,False,False
CSS_J164353.9+274755,EW,0.365838341924372,1.0176770682607597,False,19.375692648688585,17.122275581824898,16851,True,False,False,EW,False,False,False
CSS_J203559.9-044520,EW,0.3710367405851415,1.0905335489282115,False,48.41152567417806,65.68156630956778,16851,True,False,False,EW,False,False,False
CSS_J042647.3-124937,EW,0.47253013573555974,1.1645528968375034,False,93.33210195788696,53.823420760990025,16851,True,False,False,EW,False,False,False
CSS_J091415.2+192524,EW,0.4137406464311428,1.0805033498830527,False,76.32065016623568,70.44698928703362,16851,True,False,False,EW,False,False,False
CSS_J055615.0-065735,EW,0.3859461713836237,1.2562748936150885,False,59.456963428149244,86.94126339120798,16851,True,False,False,EW,False,False,False
CSS_J083737.1+395803,LPV,0.7559661351914255,0.9776584500342935,False,14.942528735632186,6.896551724137931,281,True,False,False,LPV,False,False,False
CSS_J104849.5+113018,EW,0.40309204695001893,1.1132049680016693,False,73.38381972663464,71.68452161063908,16851,True,False,False,EW,False,False,False
CSS_J224827.6+341351,EW,0.35258032307262116,1.0110146871110208,False,5.707425193941633,26.745474695234577,16851,True,False,False,EW,False,False,False
CSS_J214613.6+122940,EA,0.456428926435956,1.0583139291736683,False,44.22604422604422,50.122850122850124,2597,True,False,False,EA,False,False,False
CSS_J101045.5+565714,EW,0.6818158384633587,1.5168206951603773,True,99.85223494643517,95.54857776135944,16851,True,False,False,EW,False,False,False
CSS_J222515.7-052702,RRab,0.3803984055867723,1.0032259372419008,False,6.345177664974619,0.5076142131979695,1249,True,False,False,RRab,False,False,False
CSS_J124942.5+125453,EW,0.4070278676829138,1.0974338409520559,False,80.43960103435538,59.697081640192096,16851,True,False,False,EW,False,False,False
CSS_J211804.7-100056,EW,0.3695809125598514,1.079937366789298,False,40.543036571850756,63.908385666789805,16851,True,False,False,EW,False,False,False
CSS_J174338.1+252820,RRc,0.3872825196343829,0.9988010898815718,False,22.376873661670235,3.961456102783726,2917,True,False,False,RRc,False,False,False
CSS_J051915.1+025606,EW,0.38222232161893527,1.022017541201408,False,48.688585149612116,44.329516069449575,16851,True,False,False,EW,False,False,False
CSS_J052233.4-093538,EW,0.3838565920937666,1.0451374798406239,False,48.429996305873665,70.72404876246767,16851,True,False,False,EW,False,False,False
CSS_J092323.6+565528,EW,0.41971830203225075,1.0998930391723711,False,84.52161063908386,64.11156261544146,16851,True,False,False,EW,False,False,False
CSS_J223325.0+055106,EA,0.43508695621830623,0.9950169991302122,False,33.660933660933665,47.91154791154791,2597,True,False,False,EA,False,False,False
CSS_J205017.0-051213,EW,0.400125476040217,1.1634372131919308,False,67.36239379386775,91.31880310306613,16851,True,False,False,EW,False,False,False
CSS_J005107.2+254024,EW,0.4034151067121585,0.9986018904480133,False,81.8987809383081,17.676394532693017,16851,True,False,False,EW,False,False,False
CSS_J123531.9+141933,EW,0.39613604735809194,1.2221453692146071,False,74.80605836719616,89.52715182859254,16851,True,False,False,EW,False,False,False
CSS_J045434.5+304347,EW,0.3663946483230534,1.0737926423849613,False,28.88806797192464,47.118581455485774,16851,True,False,False,EW,False,False,False
CSS_J130443.2+125540,RRc,0.38648897232576945,1.2134323139048848,False,54.71092077087795,84.04710920770879,2917,True,False,False,RRc,False,False,False
CSS_J090007.5+182048,EW,0.4730362832728658,1.3092569464118533,False,93.0735131141485,86.84891023272996,16851,True,False,False,EW,False,False,False
CSS_J053756.5+050226,EA,0.41689972973920764,1.0769617814730146,False,29.975429975429975,61.67076167076168,2597,True,False,False,EA,False,False,False
CSS_J215104.3+221708,EW,0.3680391005745255,1.0218034989782416,False,31.06760251200591,20.631695603989655,16851,True,False,False,EW,False,False,False
CSS_J171338.8+292005,RRc,0.3993639724032463,1.0144348452894256,False,48.17987152034261,35.224839400428266,2917,True,False,False,RRc,False,False,False
CSS_J011419.1+222916,EW,0.39697488611607895,1.076884422193943,False,71.38899150350943,64.03768008865903,16851,True,False,False,EW,False,False,False
CSS_J050539.4+302231,EA,0.5208347617297954,1.008316414779823,False,74.57002457002457,35.13513513513514,2597,True,False,False,EA,False,False,False
CSS_J085848.0-012743,EW,0.37554198690045587,1.1510527671587185,False,54.48836350203177,84.35537495382343,16851,True,False,False,EW,False,False,False
