fila_test,id_objeto,clase,prediccion_rf,mal_clasificado_rf,es_clase_dificil,score_if_percentil_clase,score_lof_percentil_clase,n_train_clase,clase_con_base_suficiente,candidato_fuerte_por_clase,candidato_interesante_por_clase
40,CSS_J131331.5+101007,EW,EW,False,False,43.221278167713336,72.97746582933136,16852,True,False,False
41,CSS_J055859.6-174934,EW,EW,False,False,52.659770964166974,26.13594384927965,16852,True,False,False
42,CSS_J222405.0+293611,EW,EW,False,False,12.116734392316216,14.093091983745845,16852,True,False,False
43,CSS_J202305.8-120624,EW,EW,False,False,94.38492796453639,69.56039896564462,16852,True,False,False
44,CSS_J161435.2+132852,EA,EA,False,False,54.2997542997543,82.55528255528255,2597,True,False,False
45,CSS_J044329.6-134444,RRc,RRc,False,False,50.428265524625274,64.77516059957173,2917,True,False,False
46,CSS_J103100.5+343409,RRab,EW,True,False,94.67005076142132,95.17766497461929,1249,True,False,False
47,CSS_J022636.1-075005,EW,EW,False,False,69.78204654599188,56.834133727373484,16852,True,False,False
48,CSS_J204055.4-070034,RRab,RRab,False,False,3.2994923857868024,16.243654822335024,1249,True,False,False
49,CSS_J140700.3+014039,EW,EW,False,False,36.33173254525305,57.203546361285554,16852,True,False,False
50,CSS_J015441.7+381010,EW,EW,False,False,24.916882157369784,54.28518655338013,16852,True,False,False
51,CSS_J232858.2+421141,EW,EW,False,False,2.9368304396010343,4.4514222386405615,16852,True,False,False
52,CSS_J051220.0+054814,EA,EA,False,False,92.26044226044226,90.7862407862408,2597,True,False,False
53,CSS_J055555.9+043815,EW,EW,False,False,84.66937569264869,73.5315847801995,16852,True,False,False
54,CSS_J151120.3-020423,RRc,RRc,False,False,16.595289079229122,29.978586723768736,2917,True,False,False
55,CSS_J173041.8+161219,EW,EW,False,False,79.1835980790543,77.63206501662356,16852,True,False,False
56,CSS_J223722.7-124100,RRab,RRab,False,False,51.776649746192895,76.90355329949239,1249,True,False,False
57,CSS_J233139.3-024205,EW,EW,False,False,86.62726265238271,83.96749168821573,16852,True,False,False
58,CSS_J052244.8-010231,RS CVn,RS CVn,False,True,87.13235294117648,66.91176470588235,846,True,False,False
59,CSS_J051523.7-191005,EW,EW,False,False,34.336904322127815,34.48466937569265,16852,True,False,False
60,CSS_J075442.6+555622,EW,EW,False,False,64.86885851496122,97.41411156261545,16852,True,False,False
61,CSS_J162101.5-181835,RRab,EW,True,False,81.7258883248731,87.81725888324873,1249,True,False,False
62,CSS_J171624.8+064155,EW,EW,False,False,95.25304765422977,96.98928703361655,16852,True,False,False
63,CSS_J005941.2-081247,EW,EW,False,False,21.592168452161065,44.21869227927595,16852,True,False,False
64,CSS_J080902.2+150848,RRab,RRab,False,False,49.746192893401016,71.57360406091371,1249,True,False,False
65,CSS_J074100.0+520732,EW,EW,False,False,64.8503878832656,85.09420022164758,16852,True,False,False
66,CSS_J130025.7+530328,EW,RRc,True,False,91.39268562984853,98.35611377909125,16852,True,False,False
67,CSS_J145242.8-120436,EW,EW,False,False,94.21869227927596,94.38492796453639,16852,True,False,False
68,CSS_J123425.4+153042,EW,EW,False,False,5.522718876985593,12.560029553010713,16852,True,False,False
69,CSS_J094356.5+503800,EW,EW,False,False,53.989656446250464,32.26819357222017,16852,True,False,False
70,CSS_J210829.5-100655,EW,EW,False,False,12.596970816401921,22.36793498337643,16852,True,False,False
71,CSS_J021848.4+293908,EW,EW,False,False,55.929072774288876,9.401551533062431,16852,True,False,False
72,CSS_J051515.3+153731,RRc,RRc,False,False,47.96573875802998,93.25481798715204,2917,True,False,False
73,CSS_J170240.0+151123,EW,EW,False,False,67.86110084964906,95.38234207609901,16852,True,False,False
74,CSS_J143122.9+522031,EW,EW,False,False,75.13852973771704,57.683782785371264,16852,True,False,False
75,CSS_J024829.2+030904,EW,EW,False,False,83.3394902105652,39.601034355374956,16852,True,False,False
76,CSS_J070705.9+393031,EW,EW,False,False,95.04987070557813,36.38714444033986,16852,True,False,False
77,CSS_J094953.4+353759,RRc,RRc,False,False,4.925053533190578,1.4989293361884368,2917,True,False,False
78,CSS_J142152.5+380905,EW,EW,False,False,7.185075729589951,64.14850387883266,16852,True,False,False
79,CSS_J163436.9+154421,EA,EA,False,False,19.41031941031941,35.25798525798526,2597,True,False,False
80,CSS_J225506.3+302116,EW,EW,False,False,64.94274104174363,59.95567048393055,16852,True,False,False
81,CSS_J084554.2+193456,EW,EW,False,False,100.0,99.22423346878463,16852,True,True,True
82,CSS_J211831.3-084953,EW,EW,False,False,47.13705208718138,38.17879571481345,16852,True,False,False
83,CSS_J054058.3+021852,EW,EW,False,False,85.26043590690801,48.356113779091245,16852,True,False,False
84,CSS_J014850.1+224637,EW,EW,False,False,94.05245659401551,54.85777613594385,16852,True,False,False
85,CSS_J161741.1-032322,RRc,RRc,False,False,40.79229122055675,38.22269807280514,2917,True,False,False
86,CSS_J043500.2+105716,EW,EW,False,False,93.18433690432212,99.35352789065387,16852,True,False,False
87,CSS_J083422.6+014401,EW,EW,False,False,42.33468784632434,17.122275581824898,16852,True,False,False
88,CSS_J213702.7+044629,EA,EA,False,False,90.7862407862408,84.27518427518427,2597,True,False,False
89,CSS_J033040.4+080340,EW,EW,False,False,74.38123383819728,84.02290358330255,16852,True,False,False
90,CSS_J163602.6+430700,EW,EW,False,False,42.1130402659771,48.07905430365719,16852,True,False,False
91,CSS_J172719.1+140236,RRc,RRc,False,False,50.96359743040685,75.05353319057816,2917,True,False,False
92,CSS_J165851.9+090820,EW,EW,False,False,12.707794606575545,51.625415589213155,16852,True,False,False
93,CSS_J143857.8+073136,RRc,RRc,False,False,65.63169164882227,73.23340471092077,2917,True,False,False
94,CSS_J080707.0+382856,EW,EW,False,False,83.45031400073883,42.408570373106755,16852,True,False,False
95,CSS_J155023.6-091044,EW,EW,False,False,84.26302179534541,79.09124492057629,16852,True,False,False
96,CSS_J121856.7+143714,RS CVn,RS CVn,False,True,75.0,44.85294117647059,846,True,False,False
97,CSS_J034402.6-072053,EW,EW,False,False,61.67343923162172,48.042113040265974,16852,True,False,False
98,CSS_J080121.4+510456,EW,EW,False,False,19.76357591429627,6.464721093461397,16852,True,False,False
99,CSS_J054235.2-034650,RRc,EW,True,False,35.224839400428266,88.97216274089935,2917,True,False,False
100,CSS_J051438.1-122026,EW,EW,False,False,5.319541928333949,39.65644625046176,16852,True,False,False
101,CSS_J044512.8+204834,RS CVn,RS CVn,False,True,65.44117647058823,73.16176470588235,846,True,False,False
102,CSS_J052704.6-053649,EA,EA,False,False,18.67321867321867,44.22604422604422,2597,True,False,False
103,CSS_J044532.8+174543,EW,EW,False,False,36.47949759881788,43.221278167713336,16852,True,False,False
104,CSS_J210230.7+000846,EW,EW,False,False,28.500184706316954,45.844107868489104,16852,True,False,False
105,CSS_J041909.6-042243,RRc,RRc,False,False,1.3918629550321198,7.494646680942184,2917,True,False,False
106,CSS_J162121.5-084724,EW,EW,False,False,70.29922423346878,36.017731806427776,16852,True,False,False
107,CSS_J081607.3+124825,EW,EW,False,False,69.65275212412264,70.52087181381603,16852,True,False,False
108,CSS_J073824.9+200847,EW,EW,False,False,9.124492057628371,6.372367934983377,16852,True,False,False
109,CSS_J043639.1+373436,EW,EW,False,False,12.375323236054674,18.5260435906908,16852,True,False,False
110,CSS_J205733.8+044320,RRc,RRc,False,False,16.488222698072803,29.764453961456105,2917,True,False,False
111,CSS_J011855.2+143725,EW,EW,False,False,82.58219431104544,73.69782046545991,16852,True,False,False
112,CSS_J170438.0+330348,EW,EW,False,False,62.92944218692279,78.53712596970817,16852,True,False,False
113,CSS_J210301.2-051557,EA,EA,False,False,49.385749385749385,71.007371007371,2597,True,False,False
114,CSS_J084232.9+062119,LPV,LPV,False,False,90.80459770114942,93.10344827586206,281,True,False,False
115,CSS_J050003.0+070611,EW,EW,False,False,39.37938677502771,68.11968969338751,16852,True,False,False
116,CSS_J045455.4-074524,EW,EW,False,False,8.05319541928334,39.91503509420022,16852,True,False,False
117,CSS_J022040.3+353111,EW,EW,False,False,38.71444403398596,34.226080531954196,16852,True,False,False
118,CSS_J091042.1+101143,EA,EA,False,False,92.50614250614251,93.48894348894349,2597,True,False,False
119,CSS_J090716.8+060748,EW,EW,False,False,40.801625415589214,58.865903213889915,16852,True,False,False
120,CSS_J071131.5+324026,EW,EW,False,False,78.75877355005542,77.44735869966752,16852,True,False,False
121,CSS_J233003.4-024818,EW,EW,False,False,32.877724418175106,57.942371629109715,16852,True,False,False
122,CSS_J090650.6+034001,EW,EW,False,False,60.67602512005911,75.61876616180272,16852,True,False,False
123,CSS_J181511.1+322926,EA,EA,False,False,92.87469287469288,21.744471744471745,2597,True,False,False
124,CSS_J232008.0+172736,EW,EW,False,False,61.488732914665675,22.035463612855562,16852,True,False,False
125,CSS_J061242.0-092333,EW,EW,False,False,6.8156630956778725,42.131510897672705,16852,True,False,False
126,CSS_J235256.8+440540,EW,EW,False,False,76.78241595862578,30.051717768747693,16852,True,False,False
127,CSS_J093503.4-103251,RRc,RRc,False,False,28.051391862955033,56.20985010706639,2917,True,False,False
128,CSS_J084610.9+022805,EW,EW,False,False,7.351311414850388,59.49390469154046,16852,True,False,False
129,CSS_J003439.6+290845,RRc,RRc,False,False,81.37044967880087,65.0963597430407,2917,True,False,False
130,CSS_J205754.6-163232,EW,EW,False,False,9.142962689323975,51.86553380125601,16852,True,False,False
131,CSS_J212514.8-111152,EW,EW,False,False,45.10528260066494,32.157369782046544,16852,True,False,False
132,CSS_J151228.1+341817,EW,EW,False,False,4.340598448466937,0.8127077946065755,16852,True,False,False
133,CSS_J162020.6+263517,EW,EW,False,False,27.63206501662357,45.80716660509789,16852,True,False,False
134,CSS_J175558.9+292251,RS CVn,EW,True,True,75.73529411764706,62.5,846,True,False,False
135,CSS_J232133.3+260201,EW,EW,False,False,64.48097524935352,93.68304396010345,16852,True,False,False
136,CSS_J095906.4+294050,EW,EW,False,False,14.019209456963427,16.34650905060953,16852,True,False,False
137,CSS_J042918.1+033846,EW,EW,False,False,83.70890284447728,61.74732175840414,16852,True,False,False
138,CSS_J051457.3+014341,EW,EW,False,False,22.09087550794237,91.11562615441449,16852,True,False,False
139,CSS_J112107.7+193330,EW,EW,False,False,55.5596601403768,68.9878093830809,16852,True,False,False
140,CSS_J151351.4+025957,EW,EW,False,False,15.404506834133727,24.43664573328408,16852,True,False,False
141,CSS_J021015.5+302645,EW,EW,False,False,62.39379386775028,44.05245659401552,16852,True,False,False
142,CSS_J114105.0+285921,RRc,RRc,False,False,28.586723768736615,42.07708779443255,2917,True,False,False
143,CSS_J053218.8-050526,EW,EW,False,False,77.53971185814554,89.71185814554858,16852,True,False,False
144,CSS_J094123.8+234533,RRd,EW,True,True,63.52941176470588,57.647058823529406,258,True,False,False
145,CSS_J173851.2+255746,EW,EW,False,False,87.68008865903214,41.54045068341337,16852,True,False,False
146,CSS_J011048.3-181330,EW,EW,False,False,88.16032508311784,79.1281861839675,16852,True,False,False
147,CSS_J233138.1+072100,EW,EW,False,False,10.712966383450313,8.145548577761359,16852,True,False,False
148,CSS_J213005.1+204430,EW,EW,False,False,40.543036571850756,27.63206501662357,16852,True,False,False
149,CSS_J154239.7-190535,RRab,EW,True,False,89.84771573604061,67.76649746192894,1249,True,False,False
150,CSS_J050906.2-034243,EW,EW,False,False,61.72885112670853,74.34429257480606,16852,True,False,False
151,CSS_J224228.1+060856,RS CVn,RS CVn,False,True,55.14705882352941,22.426470588235293,846,True,False,False
152,CSS_J045705.2-094658,EW,RS CVn,True,False,90.69080162541559,96.26893239748799,16852,True,False,False
153,CSS_J030014.5+121510,EW,EW,False,False,26.542297746582932,44.55116364979682,16852,True,False,False
154,CSS_J072502.6+341446,EW,EW,False,False,52.10565201329885,26.228297007757668,16852,True,False,False
155,CSS_J084022.6-103823,EW,EW,False,False,97.96823051348356,97.85740672330994,16852,True,False,False
156,CSS_J055922.9+025917,EW,EW,False,False,80.18101219061691,56.11377909124492,16852,True,False,False
157,CSS_J051654.1+033252,EA,EW,True,False,98.4029484029484,98.64864864864865,2597,True,True,False
158,CSS_J041253.9+270016,EW,EW,False,False,91.81751015884744,97.54340598448466,16852,True,False,False
159,CSS_J081658.3+242052,EW,EW,False,False,66.12486147026229,86.40561507203547,16852,True,False,False
160,CSS_J152031.8+355702,EW,EW,False,False,6.76025120059106,17.436276320650165,16852,True,False,False
161,CSS_J162245.7-155805,EW,RRc,True,False,45.234577022534175,87.920206871075,16852,True,False,False
162,CSS_J220014.2+230500,EW,EW,False,False,60.99002585888438,87.9756187661618,16852,True,False,False
163,CSS_J123831.3+112729,RRc,RRc,False,False,13.062098501070663,79.55032119914347,2917,True,False,False
164,CSS_J232611.8+380115,EW,EW,False,False,48.688585149612116,40.17362393793868,16852,True,False,False
165,CSS_J164353.9+274755,EW,EW,False,False,15.108976727004064,17.103804950129295,16852,True,False,False
166,CSS_J203559.9-044520,EW,EW,False,False,47.96823051348356,65.68156630956778,16852,True,False,False
167,CSS_J042647.3-124937,EW,EW,False,False,94.08939785740672,53.823420760990025,16852,True,False,False
168,CSS_J091415.2+192524,EW,EW,False,False,76.54229774658293,70.44698928703362,16852,True,False,False
169,CSS_J055615.0-065735,EW,EW,False,False,62.56002955301071,86.94126339120798,16852,True,False,False
170,CSS_J083737.1+395803,LPV,LPV,False,False,14.942528735632186,6.896551724137931,281,True,False,False
171,CSS_J104849.5+113018,EW,EW,False,False,77.96453638714445,71.68452161063908,16852,True,False,False
172,CSS_J224827.6+341351,EW,EW,False,False,6.981898780938309,26.745474695234577,16852,True,False,False
173,CSS_J214613.6+122940,EA,EA,False,False,44.22604422604422,50.122850122850124,2597,True,False,False
174,CSS_J101045.5+565714,EW,EW,False,False,99.85223494643517,95.54857776135944,16852,True,False,False
175,CSS_J222515.7-052702,RRab,RRab,False,False,6.345177664974619,0.5076142131979695,1249,True,False,False
176,CSS_J124942.5+125453,EW,EW,False,False,78.55559660140376,59.697081640192096,16852,True,False,False
177,CSS_J211804.7-100056,EW,EW,False,False,37.08902844477281,63.908385666789805,16852,True,False,False
178,CSS_J174338.1+252820,RRc,RRc,False,False,22.376873661670235,3.961456102783726,2917,True,False,False
179,CSS_J051915.1+025606,EW,EW,False,False,45.43775397118581,44.329516069449575,16852,True,False,False
180,CSS_J052233.4-093538,EW,EW,False,False,43.27669006280015,70.72404876246767,16852,True,False,False
181,CSS_J092323.6+565528,EW,EW,False,False,82.415958625785,64.11156261544146,16852,True,False,False
182,CSS_J223325.0+055106,EA,EA,False,False,33.660933660933665,47.91154791154791,2597,True,False,False
183,CSS_J205017.0-051213,EW,EW,False,False,68.21204285186553,91.31880310306613,16852,True,False,False
184,CSS_J005107.2+254024,EW,EW,False,False,82.04654599187292,17.676394532693017,16852,True,False,False
185,CSS_J123531.9+141933,EW,EW,False,False,73.99335057258958,89.52715182859254,16852,True,False,False
186,CSS_J045434.5+304347,EW,EW,False,False,22.109346139637974,47.118581455485774,16852,True,False,False
187,CSS_J130443.2+125540,RRc,RRc,False,False,54.71092077087795,84.04710920770879,2917,True,False,False
188,CSS_J090007.5+182048,EW,EW,False,False,93.23974879940894,86.84891023272996,16852,True,False,False
189,CSS_J053756.5+050226,EA,EA,False,False,29.975429975429975,61.67076167076168,2597,True,False,False
190,CSS_J215104.3+221708,EW,EW,False,False,28.629479128186187,20.631695603989655,16852,True,False,False
191,CSS_J171338.8+292005,RRc,RRc,False,False,48.17987152034261,35.224839400428266,2917,True,False,False
192,CSS_J011419.1+222916,EW,EW,False,False,70.26228297007758,64.03768008865903,16852,True,False,False
193,CSS_J050539.4+302231,EA,EA,False,False,74.57002457002457,35.13513513513514,2597,True,False,False
194,CSS_J085848.0-012743,EW,EW,False,False,49.81529368304396,84.35537495382343,16852,True,False,False
195,CSS_J082622.9+282405,RRd,EW,True,True,95.29411764705881,96.47058823529412,258,True,False,False
196,CSS_J020451.4+174657,EW,EW,False,False,9.03213889915035,73.30993719985224,16852,True,False,False
197,CSS_J081217.5+142254,EW,EW,False,False,87.43997044698929,52.585888437384554,16852,True,False,False
198,CSS_J084900.2+224652,EW,EW,False,False,68.0273365349095,2.5120059106021424,16852,True,False,False
199,CSS_J233838.0+361711,RRc,RRc,False,False,90.5781584582441,85.4389721627409,2917,True,False,False
200,CSS_J071813.2+473113,EA,EW,True,False,42.01474201474201,20.27027027027027,2597,True,False,False
201,CSS_J103342.0-174954,RRc,RRc,False,False,52.890792291220556,69.91434689507494,2917,True,False,False
202,CSS_J125610.5-111743,RRab,RRab,False,False,73.85786802030458,81.47208121827411,1249,True,False,False
203,CSS_J111017.8-050202,RRc,EW,True,False,96.57387580299786,99.46466809421841,2917,True,False,False
204,CSS_J022236.0+255627,EW,EW,False,False,61.59955670483931,68.17510158847433,16852,True,False,False
205,CSS_J081828.8+110753,EW,EW,False,False,21.222755818248984,27.004063538973032,16852,True,False,False
206,CSS_J093635.5-181654,EW,EW,False,False,27.890653860362026,76.50535648319172,16852,True,False,False
207,CSS_J215750.9+135455,EW,EA,True,False,91.06021425932767,12.393793867750277,16852,True,False,False
208,CSS_J050716.9+060607,EA,EA,False,False,37.96068796068796,79.23832923832924,2597,True,False,False
209,CSS_J015926.8+282859,EW,EW,False,False,58.38566678980421,0.7018840044329516,16852,True,False,False
210,CSS_J174653.5+271341,EW,EW,False,False,54.87624676763946,75.78500184706317,16852,True,False,False
211,CSS_J005550.6+405113,EW,EW,False,False,12.26449944588105,37.938677502770595,16852,True,False,False
212,CSS_J105958.8+465534,EW,EW,False,False,36.110084964905795,0.8496490579977836,16852,True,False,False
213,CSS_J003928.6+025803,EW,EW,False,False,29.848540820096048,20.18840044329516,16852,True,False,False
214,CSS_J083240.6+175057,EW,EW,False,False,98.78093830809014,90.2844477281123,16852,True,False,False
215,CSS_J121429.2+104147,RRd,EW,True,True,92.94117647058823,94.11764705882352,258,True,False,False
216,CSS_J095247.2+100837,EW,EW,False,False,93.4613963797562,79.73771702992242,16852,True,False,False
217,CSS_J165403.9+201835,EW,EW,False,False,20.354636128555597,0.6649427410417437,16852,True,False,False
218,CSS_J181928.6+311308,RRab,RRab,False,False,21.82741116751269,59.89847715736041,1249,True,False,False
219,CSS_J005026.7+441426,EW,EW,False,False,3.638714444033986,5.670483930550425,16852,True,False,False
220,CSS_J003520.9+175311,EW,EW,False,False,69.06169190986333,40.48762467676394,16852,True,False,False
221,CSS_J052141.6+041812,EW,EW,False,False,96.12116734392316,88.34503140007388,16852,True,False,False
222,CSS_J231846.0+425905,EW,EW,False,False,50.350942002216485,43.70151459179904,16852,True,False,False
223,CSS_J212345.9+144555,EW,EW,False,False,76.4314739564093,16.47580347247876,16852,True,False,False
224,CSS_J142814.2-174917,RRc,RRc,False,False,12.312633832976445,23.768736616702355,2917,True,False,False
225,CSS_J084652.0+145031,EW,RS CVn,True,False,91.15256741780568,94.66198743997045,16852,True,False,False
226,CSS_J203402.8-045646,RRab,RRab,False,False,52.03045685279187,84.77157360406092,1249,True,False,False
227,CSS_J110649.5-171937,EW,EW,False,False,64.2962689323975,77.53971185814554,16852,True,False,False
228,CSS_J155321.8-152121,EW,EW,False,False,59.475434059844844,57.97931289250092,16852,True,False,False
229,CSS_J053626.1-031355,RS CVn,RS CVn,False,True,45.588235294117645,43.01470588235294,846,True,False,False
230,CSS_J014452.0+380450,EA,EA,False,False,25.7985257985258,45.57739557739558,2597,True,False,False
231,CSS_J053500.8+053353,EW,EW,False,False,84.44772811230145,92.35315847801995,16852,True,False,False
232,CSS_J203510.2-191410,EW,EW,False,False,32.582194311045434,17.343923162172146,16852,True,False,False
233,CSS_J081835.5+261436,EW,EW,False,False,58.7920206871075,18.85851496121167,16852,True,False,False
234,CSS_J052840.7+073323,EA,EA,False,False,20.884520884520885,32.06388206388206,2597,True,False,False
235,CSS_J070554.0+542456,EW,EW,False,False,66.51274473586997,48.115995567048394,16852,True,False,False
236,CSS_J162010.3+031207,EW,EW,False,False,49.74141115626154,75.39711858145549,16852,True,False,False
237,CSS_J040233.1+380442,EW,EW,False,False,54.06353897303288,5.725895825637236,16852,True,False,False
238,CSS_J124710.6-034559,EW,EW,False,False,98.00517177687476,45.03140007388253,16852,True,False,False
239,CSS_J122512.5+103616,EW,EW,False,False,16.75286294791282,30.716660509789435,16852,True,False,False
240,CSS_J111546.9+211313,EW,EW,False,False,92.99963058736608,18.304396010343556,16852,True,False,False
241,CSS_J082648.4-043610,EW,EW,False,False,86.35020317694865,81.80642777983007,16852,True,False,False
242,CSS_J064547.5+593527,EW,EW,False,False,16.605097894347985,73.5685260435907,16852,True,False,False
243,CSS_J122418.4+035132,EW,EW,False,False,61.50720354636129,54.229774658293316,16852,True,False,False
244,CSS_J035051.2+085140,EW,EW,False,False,85.59290727742889,24.842999630587368,16852,True,False,False
245,CSS_J133053.2-154230,RRc,RRc,False,False,52.24839400428265,55.35331905781584,2917,True,False,False
246,CSS_J025033.9-023526,EW,EW,False,False,54.72848171407462,28.57406723309937,16852,True,False,False
247,CSS_J125715.5+165422,RRc,RRc,False,False,18.30835117773019,24.089935760171304,2917,True,False,False
248,CSS_J035717.3+065953,EW,EW,False,False,23.586996675286294,81.28925009235316,16852,True,False,False
249,CSS_J134223.9+110308,RRab,RRab,False,False,60.913705583756354,58.88324873096447,1249,True,False,False
250,CSS_J045940.6+102903,EW,EW,False,False,13.631326191355745,27.81677133357961,16852,True,False,False
251,CSS_J051843.4-052715,EW,EW,False,False,38.271148873291466,32.988548208348725,16852,True,False,False
252,CSS_J084048.5+010830,EW,EW,False,False,1.9209456963428149,41.09715552271888,16852,True,False,False
253,CSS_J165656.2+313854,EW,EW,False,False,67.52862947912818,91.37421499815294,16852,True,False,False
254,CSS_J213412.4+135237,EW,EW,False,False,56.55707425193942,97.43258219431105,16852,True,False,False
255,CSS_J132320.1+033213,EW,EW,False,False,55.596601403768005,65.64462504617657,16852,True,False,False
256,CSS_J231838.5+344503,EW,EW,False,False,67.04839305504248,82.3790173623938,16852,True,False,False
257,CSS_J163837.7+132857,EW,EW,False,False,64.05615072035464,79.53454008127078,16852,True,False,False
258,CSS_J050535.8+191806,RRc,EW,True,False,86.93790149892934,89.50749464668094,2917,True,False,False
259,CSS_J151405.5+141732,EW,EW,False,False,98.87329146656816,56.40930919837458,16852,True,False,False
260,CSS_J082448.7-061346,EW,EW,False,False,29.128186183967493,37.32914665681567,16852,True,False,False
261,CSS_J083617.3-025129,EW,EW,False,False,10.306612486147026,13.70520871813816,16852,True,False,False
262,CSS_J213122.0+055253,EW,EW,False,False,5.781307720724048,22.77428888067972,16852,True,False,False
263,CSS_J225532.3+205504,RRc,RRc,False,False,75.69593147751607,95.28907922912205,2917,True,False,False
264,CSS_J210752.3-122635,EW,EW,False,False,64.88732914665681,48.6331732545253,16852,True,False,False
265,CSS_J094215.5+271646,RRc,RRc,False,False,92.29122055674517,67.98715203426124,2917,True,False,False
266,CSS_J030457.3-173406,RRc,RRc,False,False,15.952890792291221,38.0085653104925,2917,True,False,False
267,CSS_J094242.4-081611,EW,EW,False,False,86.03620243812338,77.39194680458071,16852,True,False,False
268,CSS_J051733.7-163441,EW,EW,False,False,24.86147026228297,24.214998152936833,16852,True,False,False
269,CSS_J164811.0-011924,EW,EW,False,False,36.775027705947544,76.52382711488734,16852,True,False,False
270,CSS_J012515.9+431935,EW,EW,False,False,24.898411525674177,10.103435537495383,16852,True,False,False
271,CSS_J162615.7+111250,EW,EW,False,False,0.7757665312153675,0.5725895825637236,16852,True,False,False
