fila_test,id_objeto,clase,prediccion_rf,mal_clasificado_rf,es_clase_dificil,score_isolation_forest,score_lof,rank_if,rank_lof,top_if,top_lof,candidato_fuerte,candidato_interesante
31,CSS_J072339.0+295500,EW,EW,False,False,0.37881697804608944,0.9933830075358022,5040,7125,False,False,False,False
32,CSS_J125741.5-082900,RRc,RRc,False,False,0.3793561133297829,1.0763683141617186,4990,3162,False,False,False,False
33,CSS_J015733.5+375717,EW,EA,True,False,0.4524269763975082,1.025401042998126,1276,5244,False,False,False,False
34,CSS_J045031.6+033737,EW,EW,False,False,0.38189216363187095,1.0351073477921586,4705,4750,False,False,False,False
35,CSS_J100810.9+605837,EW,EW,False,False,0.35309868266024996,0.9981009665712746,7811,6871,False,False,False,False
36,CSS_J073437.3+532334,EW,EW,False,False,0.363736401940919,0.9854617980001127,6822,7560,False,False,False,False
37,CSS_J215117.9-131022,RRc,RRc,False,False,0.36580862108585405,1.0673181661985225,6603,3436,False,False,False,False
38,CSS_J092629.1+301034,RS CVn,RS CVn,False,True,0.5691784892042168,0.996209521213351,196,6962,False,False,False,False
39,CSS_J033933.6+284337,EW,EW,False,False,0.37621373156691656,1.0191448182894356,5335,5573,False,False,False,False
40,CSS_J131331.5+101007,EW,EW,False,False,0.39048804142435356,1.1013118561841282,3867,2504,False,False,False,False
41,CSS_J055859.6-174934,EW,EW,False,False,0.3823044742337571,1.0072826116990634,4662,6309,False,False,False,False
42,CSS_J222405.0+293611,EW,EW,False,False,0.36131509689524244,1.0042241269570864,7078,6511,False,False,False,False
43,CSS_J202305.8-120624,EW,EW,False,False,0.47360832792579005,1.1350698851842225,880,1840,False,False,False,False
44,CSS_J161435.2+132852,EA,EA,False,False,0.5150925996292564,1.2946362962872429,417,552,False,False,False,False
45,CSS_J044329.6-134444,RRc,RRc,False,False,0.3810574566370886,1.0335917256771334,4805,4838,False,False,False,False
46,CSS_J103100.5+343409,RRab,EW,True,False,0.4389994685013189,1.040802300034151,1602,4497,False,False,False,False
47,CSS_J022636.1-075005,EW,EW,False,False,0.4032986812999477,1.0484797884852572,2980,4149,False,False,False,False
48,CSS_J204055.4-070034,RRab,RRab,False,False,0.4072941719094742,1.0355578455142385,2776,4734,False,False,False,False
49,CSS_J140700.3+014039,EW,EW,False,False,0.3718577336008515,1.0406908972979798,5846,4501,False,False,False,False
50,CSS_J015441.7+381010,EW,EW,False,False,0.3625636306265811,1.0553171990530452,6947,3869,False,False,False,False
51,CSS_J232858.2+421141,EW,EW,False,False,0.3525644160186609,0.9808506226287456,7835,7736,False,False,False,False
52,CSS_J051220.0+054814,EA,EA,False,False,0.5632212266394734,1.0288037306587554,215,5067,False,False,False,False
53,CSS_J055555.9+043815,EW,EW,False,False,0.4317839029812821,1.1155020681110037,1794,2194,False,False,False,False
54,CSS_J151120.3-020423,RRc,RRc,False,False,0.3880908957641337,1.0035940734652324,4080,6553,False,False,False,False
55,CSS_J173041.8+161219,EW,EW,False,False,0.4212144019805463,1.1349165343306182,2154,1844,False,False,False,False
56,CSS_J223722.7-124100,RRab,RRab,False,False,0.432738661073584,0.9837630990553871,1763,7632,False,False,False,False
57,CSS_J233139.3-024205,EW,EW,False,False,0.4394824425030089,1.1678031074033757,1589,1397,False,False,False,False
58,CSS_J052244.8-010231,RS CVn,RS CVn,False,True,0.44934742371698566,1.1888190127916687,1341,1166,False,False,False,False
59,CSS_J051523.7-191005,EW,EW,False,False,0.37817033923475873,1.0053481120257304,5106,6451,False,False,False,False
60,CSS_J075442.6+555622,EW,EW,False,False,0.39797901926375073,1.4248912990334217,3302,232,False,False,False,False
61,CSS_J162101.5-181835,RRab,EW,True,False,0.36128948262694077,0.9919998729469344,7081,7198,False,False,False,False
62,CSS_J171624.8+064155,EW,EW,False,False,0.46055870265229365,1.2431283922884044,1111,792,False,False,False,False
63,CSS_J005941.2-081247,EW,EW,False,False,0.37172802054210496,1.0317244757960664,5874,4931,False,False,False,False
64,CSS_J080902.2+150848,RRab,RRab,False,False,0.41147712004524106,1.247861315241013,2574,764,False,False,False,False
65,CSS_J074100.0+520732,EW,EW,False,False,0.389043481574729,1.1752322521708354,3990,1310,False,False,False,False
66,CSS_J130025.7+530328,EW,RRc,True,False,0.4776954115490747,1.6028954932998183,821,84,False,True,False,False
67,CSS_J145242.8-120436,EW,EW,False,False,0.47542239778172746,1.3359784036653188,850,414,False,False,False,False
68,CSS_J123425.4+153042,EW,EW,False,False,0.35945853838658187,1.0369833880201187,7284,4666,False,False,False,False
69,CSS_J094356.5+503800,EW,EW,False,False,0.38805943410841,1.006387808725267,4082,6364,False,False,False,False
70,CSS_J210829.5-100655,EW,EW,False,False,0.35738268948194907,1.020918475327508,7481,5478,False,False,False,False
71,CSS_J021848.4+293908,EW,EW,False,False,0.3904915192290546,0.990819116872043,3866,7266,False,False,False,False
72,CSS_J051515.3+153731,RRc,RRc,False,False,0.3691119490282178,0.9898950383677466,6206,7319,False,False,False,False
73,CSS_J170240.0+151123,EW,EW,False,False,0.39921017186347546,1.3267949628348052,3209,435,False,False,False,False
74,CSS_J143122.9+522031,EW,EW,False,False,0.405518760179501,1.1384876538534088,2855,1784,False,False,False,False
75,CSS_J024829.2+030904,EW,EW,False,False,0.43215868696863907,1.051191379176626,1781,4044,False,False,False,False
76,CSS_J070705.9+393031,EW,EW,False,False,0.4699805190662423,1.0429485911345888,936,4405,False,False,False,False
77,CSS_J094953.4+353759,RRc,RRc,False,False,0.37528873185441636,1.0038034280608268,5434,6538,False,False,False,False
78,CSS_J142152.5+380905,EW,EW,False,False,0.35282380887333975,1.1161412030253368,7820,2176,False,False,False,False
79,CSS_J163436.9+154421,EA,EA,False,False,0.4679387106462171,1.0336708230367206,973,4834,False,False,False,False
80,CSS_J225506.3+302116,EW,EW,False,False,0.3910729203478665,1.0986119709913333,3828,2574,False,False,False,False
81,CSS_J084554.2+193456,EW,EW,False,False,0.6689764080438216,1.4037650656535878,62,267,True,False,False,False
82,CSS_J211831.3-084953,EW,EW,False,False,0.3789954523161018,1.034357681341419,5020,4791,False,False,False,False
83,CSS_J054058.3+021852,EW,EW,False,False,0.4234852169312582,1.0445958533182806,2067,4335,False,False,False,False
84,CSS_J014850.1+224637,EW,EW,False,False,0.4610834047280615,1.12494458676833,1102,2008,False,False,False,False
85,CSS_J161741.1-032322,RRc,RRc,False,False,0.4000243829148783,1.0349761535767108,3172,4758,False,False,False,False
86,CSS_J043500.2+105716,EW,EW,False,False,0.4572559195134407,1.7761254119365382,1172,43,False,True,False,False
87,CSS_J083422.6+014401,EW,EW,False,False,0.3790444904963404,1.0018345195929084,5017,6658,False,False,False,False
88,CSS_J213702.7+044629,EA,EA,False,False,0.5675676834880408,1.0574126850580847,205,3791,False,False,False,False
89,CSS_J033040.4+080340,EW,EW,False,False,0.39525660508176313,1.2101830164134924,3489,1010,False,False,False,False
90,CSS_J163602.6+430700,EW,EW,False,False,0.37464411905453016,1.0478707856040441,5515,4179,False,False,False,False
91,CSS_J172719.1+140236,RRc,RRc,False,False,0.406604610675289,1.1357645402619307,2802,1828,False,False,False,False
92,CSS_J165851.9+090820,EW,EW,False,False,0.3691820063327422,1.0563032535069694,6200,3830,False,False,False,False
93,CSS_J143857.8+073136,RRc,RRc,False,False,0.388838951732482,1.285182947119285,4008,590,False,False,False,False
94,CSS_J080707.0+382856,EW,EW,False,False,0.4157963995088165,1.051395267792364,2367,4032,False,False,False,False
95,CSS_J155023.6-091044,EW,EW,False,False,0.4123887121543341,1.1327305333352302,2528,1885,False,False,False,False
96,CSS_J121856.7+143714,RS CVn,RS CVn,False,True,0.5342442060662923,0.9867219894782459,319,7491,False,False,False,False
97,CSS_J034402.6-072053,EW,EW,False,False,0.3935919752754976,1.0317295460467348,3629,4930,False,False,False,False
98,CSS_J080121.4+510456,EW,EW,False,False,0.37081839065621974,0.9861515960902301,5998,7522,False,False,False,False
99,CSS_J054235.2-034650,RRc,EW,True,False,0.36070440791537267,0.9972639786127754,7151,6909,False,False,False,False
100,CSS_J051438.1-122026,EW,EW,False,False,0.35606709891582367,1.027329015469968,7609,5142,False,False,False,False
101,CSS_J044512.8+204834,RS CVn,RS CVn,False,True,0.43284225641882385,1.322163904752004,1759,444,False,False,False,False
102,CSS_J052704.6-053649,EA,EA,False,False,0.4226519439203157,1.031070498905558,2107,4966,False,False,False,False
103,CSS_J044532.8+174543,EW,EW,False,False,0.3666804355858121,1.0251895580358137,6506,5259,False,False,False,False
104,CSS_J210230.7+000846,EW,EW,False,False,0.3715375728638281,1.0503840571142349,5901,4074,False,False,False,False
105,CSS_J041909.6-042243,RRc,RRc,False,False,0.37596184827903056,1.0230245341035689,5366,5357,False,False,False,False
106,CSS_J162121.5-084724,EW,EW,False,False,0.41369242818616586,1.0557798353871353,2465,3852,False,False,False,False
107,CSS_J081607.3+124825,EW,EW,False,False,0.3979640798098717,1.1037143502319613,3306,2437,False,False,False,False
108,CSS_J073824.9+200847,EW,EW,False,False,0.35876424844544974,0.9993762522178571,7345,6802,False,False,False,False
109,CSS_J043639.1+373436,EW,EW,False,False,0.35708188511956623,0.9841205426234685,7510,7618,False,False,False,False
110,CSS_J205733.8+044320,RRc,RRc,False,False,0.3902955152807699,1.081660533877662,3883,3000,False,False,False,False
111,CSS_J011855.2+143725,EW,EW,False,False,0.42466709951920495,1.1551071793413386,2028,1559,False,False,False,False
112,CSS_J170438.0+330348,EW,EW,False,False,0.40113227416651265,1.1651109444476568,3104,1436,False,False,False,False
113,CSS_J210301.2-051557,EA,EA,False,False,0.49108816562106133,1.0997610659266692,632,2546,False,False,False,False
114,CSS_J084232.9+062119,LPV,LPV,False,False,0.7667294900816434,1.2882237193861354,6,580,True,False,False,False
115,CSS_J050003.0+070611,EW,EW,False,False,0.37422427019984184,1.1018042482529684,5564,2486,False,False,False,False
116,CSS_J045455.4-074524,EW,EW,False,False,0.35625471050313623,1.032261847185896,7593,4909,False,False,False,False
117,CSS_J022040.3+353111,EW,EW,False,False,0.37099358808706656,1.0232494170370783,5977,5347,False,False,False,False
118,CSS_J091042.1+101143,EA,EA,False,False,0.494335136016398,1.1537572555593467,587,1573,False,False,False,False
119,CSS_J090716.8+060748,EW,EW,False,False,0.37256319040913666,1.076175244070677,5755,3167,False,False,False,False
120,CSS_J071131.5+324026,EW,EW,False,False,0.41276495854438194,1.089395597214144,2511,2796,False,False,False,False
121,CSS_J233003.4-024818,EW,EW,False,False,0.37761684196226103,1.0161391170941658,5177,5750,False,False,False,False
122,CSS_J090650.6+034001,EW,EW,False,False,0.37921221387556986,1.1927016182124146,5002,1133,False,False,False,False
123,CSS_J181511.1+322926,EA,EA,False,False,0.6096843471615266,1.0446636821170263,124,4331,True,False,False,False
124,CSS_J232008.0+172736,EW,EW,False,False,0.3972435126688911,1.0119216250513703,3352,6010,False,False,False,False
125,CSS_J061242.0-092333,EW,EW,False,False,0.34754706096609783,1.0543388698811185,7993,3905,False,False,False,False
126,CSS_J235256.8+440540,EW,EW,False,False,0.4034787473853237,1.0416322997710457,2970,4467,False,False,False,False
127,CSS_J093503.4-103251,RRc,RRc,False,False,0.3812437447256731,1.1107259545484034,4782,2287,False,False,False,False
128,CSS_J084610.9+022805,EW,EW,False,False,0.35602864467655293,1.0589368649019646,7615,3737,False,False,False,False
129,CSS_J003439.6+290845,RRc,RRc,False,False,0.44370204546095615,1.0721264273501547,1482,3275,False,False,False,False
130,CSS_J205754.6-163232,EW,EW,False,False,0.3563938898697922,1.0611247222268068,7576,3653,False,False,False,False
131,CSS_J212514.8-111152,EW,EW,False,False,0.37962992577812255,1.004619363600219,4965,6486,False,False,False,False
132,CSS_J151228.1+341817,EW,EW,False,False,0.3608489064315357,0.9730904525071766,7136,7919,False,False,False,False
133,CSS_J162020.6+263517,EW,EW,False,False,0.3680550320565173,1.030904261256706,6344,4976,False,False,False,False
134,CSS_J175558.9+292251,RS CVn,EW,True,True,0.4231156323592964,1.144950401476518,2084,1703,False,False,False,False
135,CSS_J232133.3+260201,EW,EW,False,False,0.3931492210220832,1.209351913259967,3655,1020,False,False,False,False
136,CSS_J095906.4+294050,EW,EW,False,False,0.36675216674070144,1.0002247653063743,6495,6750,False,False,False,False
137,CSS_J042918.1+033846,EW,EW,False,False,0.41940484311109144,1.1214011577263632,2229,2067,False,False,False,False
138,CSS_J051457.3+014341,EW,EW,False,False,0.3608886004206339,1.2278564514871406,7132,877,False,False,False,False
139,CSS_J112107.7+193330,EW,EW,False,False,0.37535915630468736,1.1002312559679739,5430,2532,False,False,False,False
140,CSS_J151351.4+025957,EW,EW,False,False,0.35656587932725,1.0177024976163194,7551,5670,False,False,False,False
141,CSS_J021015.5+302645,EW,EW,False,False,0.3996847595421388,0.9983062666222106,3186,6859,False,False,False,False
142,CSS_J114105.0+285921,RRc,RRc,False,False,0.38881680835446114,1.0493498302596271,4010,4119,False,False,False,False
143,CSS_J053218.8-050526,EW,EW,False,False,0.3869862818306112,1.1102921777629975,4181,2295,False,False,False,False
144,CSS_J094123.8+234533,RRd,EW,True,True,0.39741419296154945,1.268062914822835,3340,657,False,False,False,False
145,CSS_J173851.2+255746,EW,EW,False,False,0.41650738819563216,1.0324759692468044,2344,4894,False,False,False,False
146,CSS_J011048.3-181330,EW,EW,False,False,0.4733602386198585,1.2433682028172357,884,791,False,False,False,False
147,CSS_J233138.1+072100,EW,EW,False,False,0.35898108263312417,0.9960567264592213,7324,6971,False,False,False,False
148,CSS_J213005.1+204430,EW,EW,False,False,0.37886863403799803,1.0280250947732874,5034,5104,False,False,False,False
149,CSS_J154239.7-190535,RRab,EW,True,False,0.3865064256086435,1.0453362270305393,4227,4298,False,False,False,False
150,CSS_J050906.2-034243,EW,EW,False,False,0.3960536795591449,1.1223046248044537,3427,2046,False,False,False,False
151,CSS_J224228.1+060856,RS CVn,RS CVn,False,True,0.4740282253054459,1.2519703647951732,870,740,False,False,False,False
152,CSS_J045705.2-094658,EW,RS CVn,True,False,0.41287379838979976,1.0972868891787344,2507,2602,False,False,False,False
153,CSS_J030014.5+121510,EW,EW,False,False,0.3653271278273621,1.068933594863399,6653,3383,False,False,False,False
154,CSS_J072502.6+341446,EW,EW,False,False,0.3808573027125611,1.01024079885683,4830,6123,False,False,False,False
155,CSS_J084022.6-103823,EW,EW,False,False,0.5043562326678025,1.4156003542042872,507,252,False,False,False,False
156,CSS_J055922.9+025917,EW,EW,False,False,0.4026890507481167,1.061519373282149,3017,3644,False,False,False,False
157,CSS_J051654.1+033252,EA,EW,True,False,0.537329043976838,1.381605473029931,308,309,False,False,False,False
158,CSS_J041253.9+270016,EW,EW,False,False,0.467715075852444,1.4583622939331486,979,198,False,False,False,False
159,CSS_J081658.3+242052,EW,EW,False,False,0.3894160736469001,1.2205418604501777,3954,934,False,False,False,False
160,CSS_J152031.8+355702,EW,EW,False,False,0.3542627053354839,0.9981542130910157,7737,6869,False,False,False,False
161,CSS_J162245.7-155805,EW,RRc,True,False,0.36578693549220204,1.1288151507468773,6606,1941,False,False,False,False
162,CSS_J220014.2+230500,EW,EW,False,False,0.39493450590076373,1.2228967537503643,3513,913,False,False,False,False
163,CSS_J123831.3+112729,RRc,RRc,False,False,0.3749527941674197,1.2073384078315226,5474,1035,False,False,False,False
164,CSS_J232611.8+380115,EW,EW,False,False,0.3833132300979029,1.0107955900911059,4567,6093,False,False,False,False
165,CSS_J164353.9+274755,EW,EW,False,False,0.3692296275443015,1.0061674869007033,6192,6376,False,False,False,False
166,CSS_J203559.9-044520,EW,EW,False,False,0.3687780205030957,1.0955003936960404,6237,2635,False,False,False,False
167,CSS_J042647.3-124937,EW,EW,False,False,0.4732571628508895,1.145428122863472,885,1699,False,False,False,False
168,CSS_J091415.2+192524,EW,EW,False,False,0.4133752526774062,1.0728401622833588,2485,3254,False,False,False,False
169,CSS_J055615.0-065735,EW,EW,False,False,0.3876695241516555,1.2920554572564378,4116,564,False,False,False,False
170,CSS_J083737.1+395803,LPV,LPV,False,False,0.7522298787317256,0.9782671990615107,14,7817,True,False,False,False
171,CSS_J104849.5+113018,EW,EW,False,False,0.4033943749818232,1.118551229902851,2973,2126,False,False,False,False
172,CSS_J224827.6+341351,EW,EW,False,False,0.3574561756919596,1.0066225018727732,7476,6346,False,False,False,False
173,CSS_J214613.6+122940,EA,EA,False,False,0.4589962740642953,1.0579412740408667,1128,3772,False,False,False,False
174,CSS_J101045.5+565714,EW,EW,False,False,0.6724229990716243,1.5194550056539984,59,143,True,True,True,True
175,CSS_J222515.7-052702,RRab,RRab,False,False,0.38364217829761144,1.005385302638688,4531,6448,False,False,False,False
176,CSS_J124942.5+125453,EW,EW,False,False,0.408051517042593,1.09373423711878,2738,2671,False,False,False,False
177,CSS_J211804.7-100056,EW,EW,False,False,0.3740396441981709,1.0783308493169135,5587,3094,False,False,False,False
178,CSS_J174338.1+252820,RRc,RRc,False,False,0.3930324657595432,0.9960443475575171,3661,6972,False,False,False,False
179,CSS_J051915.1+025606,EW,EW,False,False,0.37836998748972667,1.0268944905405726,5085,5163,False,False,False,False
180,CSS_J052233.4-093538,EW,EW,False,False,0.38968827766228303,1.0457484534047807,3931,4277,False,False,False,False
181,CSS_J092323.6+565528,EW,EW,False,False,0.4219185524607914,1.0978237128635002,2132,2590,False,False,False,False
182,CSS_J223325.0+055106,EA,EA,False,False,0.44592053743932436,0.994722343702793,1422,7049,False,False,False,False
183,CSS_J205017.0-051213,EW,EW,False,False,0.40388410409883585,1.2350305956844498,2945,828,False,False,False,False
184,CSS_J005107.2+254024,EW,EW,False,False,0.40222152310563614,0.9959940999051057,3053,6977,False,False,False,False
185,CSS_J123531.9+141933,EW,EW,False,False,0.3979652536699492,1.251094113138606,3305,744,False,False,False,False
186,CSS_J045434.5+304347,EW,EW,False,False,0.3652722928898251,1.0789027069496389,6659,3082,False,False,False,False
187,CSS_J130443.2+125540,RRc,RRc,False,False,0.3929389831232802,1.1963005021334132,3674,1104,False,False,False,False
188,CSS_J090007.5+182048,EW,EW,False,False,0.46306516622623456,1.3131761980946373,1069,477,False,False,False,False
189,CSS_J053756.5+050226,EA,EA,False,False,0.4259010130406833,1.0673353708584528,1994,3435,False,False,False,False
190,CSS_J215104.3+221708,EW,EW,False,False,0.36673554842828443,1.0256916125994873,6499,5229,False,False,False,False
191,CSS_J171338.8+292005,RRc,RRc,False,False,0.40192499064995674,1.0212558437647963,3068,5461,False,False,False,False
192,CSS_J011419.1+222916,EW,EW,False,False,0.4055805989991061,1.0637334156590401,2852,3559,False,False,False,False
193,CSS_J050539.4+302231,EA,EA,False,False,0.534646966708424,1.016323309352859,317,5740,False,False,False,False
194,CSS_J085848.0-012743,EW,EW,False,False,0.384803551793651,1.12406450193135,4401,2027,False,False,False,False
195,CSS_J082622.9+282405,RRd,EW,True,True,0.45886081423417346,1.55186824633317,1133,117,False,True,False,False
196,CSS_J020451.4+174657,EW,EW,False,False,0.36028309924643154,1.1029449859779143,7199,2459,False,False,False,False
197,CSS_J081217.5+142254,EW,EW,False,False,0.41520271179822177,1.0492537970062614,2392,4124,False,False,False,False
198,CSS_J084900.2+224652,EW,EW,False,False,0.39366408486559346,0.9955279543073386,3623,7007,False,False,False,False
199,CSS_J233838.0+361711,RRc,RRc,False,False,0.4079134057666682,1.0293243284021014,2745,5043,False,False,False,False
200,CSS_J071813.2+473113,EA,EW,True,False,0.3835515691967703,1.0327930931928693,4537,4869,False,False,False,False
201,CSS_J103342.0-174954,RRc,RRc,False,False,0.4036821608208519,1.1019957076781697,2960,2484,False,False,False,False
202,CSS_J125610.5-111743,RRab,RRab,False,False,0.40998486346616125,1.4074837857137559,2649,262,False,False,False,False
203,CSS_J111017.8-050202,RRc,EW,True,False,0.4364422454610659,1.4142298932878399,1661,256,False,False,False,False
204,CSS_J022236.0+255627,EW,EW,False,False,0.39387024855027636,1.093699590590153,3600,2673,False,False,False,False
205,CSS_J081828.8+110753,EW,EW,False,False,0.366372113090372,1.0085287609718356,6536,6226,False,False,False,False
206,CSS_J093635.5-181654,EW,EW,False,False,0.36467688603372506,1.12144079193413,6724,2065,False,False,False,False
207,CSS_J215750.9+135455,EW,EA,True,False,0.4192002957261607,0.9994405737416308,2237,6796,False,False,False,False
208,CSS_J050716.9+060607,EA,EA,False,False,0.4674212992596271,1.18751208672585,983,1183,False,False,False,False
209,CSS_J015926.8+282859,EW,EW,False,False,0.3885792549441636,0.9803605760629223,4035,7748,False,False,False,False
210,CSS_J174653.5+271341,EW,EW,False,False,0.3855225842070228,1.1724459634338096,4329,1342,False,False,False,False
211,CSS_J005550.6+405113,EW,EW,False,False,0.3597884780768238,1.0257386058500506,7247,5227,False,False,False,False
212,CSS_J105958.8+465534,EW,EW,False,False,0.36984654932272637,0.9760995105879188,6109,7862,False,False,False,False
213,CSS_J003928.6+025803,EW,EW,False,False,0.3786188047180292,1.0118692775129061,5057,6013,False,False,False,False
214,CSS_J083240.6+175057,EW,EW,False,False,0.5420965852850758,1.4479062990786657,287,213,False,False,False,False
215,CSS_J121429.2+104147,RRd,EW,True,True,0.42609207929368564,1.2862122322220628,1981,586,False,False,False,False
216,CSS_J095247.2+100837,EW,EW,False,False,0.4532058321184469,1.1829833653905824,1255,1232,False,False,False,False
217,CSS_J165403.9+201835,EW,EW,False,False,0.3614974714509402,0.9769319044843815,7055,7847,False,False,False,False
218,CSS_J181928.6+311308,RRab,RRab,False,False,0.43885095256302875,1.0775585199375617,1608,3125,False,False,False,False
219,CSS_J005026.7+441426,EW,EW,False,False,0.35699411304589207,0.9748935465275339,7516,7882,False,False,False,False
220,CSS_J003520.9+175311,EW,EW,False,False,0.40031236573115103,1.0462895483448513,3151,4256,False,False,False,False
221,CSS_J052141.6+041812,EW,EW,False,False,0.46791128135183585,1.3339865685900854,974,419,False,False,False,False
222,CSS_J231846.0+425905,EW,EW,False,False,0.37816816458902375,1.0599510493285507,5107,3687,False,False,False,False
223,CSS_J212345.9+144555,EW,EW,False,False,0.4060000697492589,1.0300368237053132,2831,5013,False,False,False,False
224,CSS_J142814.2-174917,RRc,RRc,False,False,0.3733999937196048,1.0266960175583675,5665,5170,False,False,False,False
225,CSS_J084652.0+145031,EW,RS CVn,True,False,0.41525164789764807,1.257753868413316,2388,719,False,False,False,False
226,CSS_J203402.8-045646,RRab,RRab,False,False,0.44201928122215506,1.232028309296474,1524,850,False,False,False,False
227,CSS_J110649.5-171937,EW,EW,False,False,0.3849464923603107,1.189071980020222,4387,1163,False,False,False,False
228,CSS_J155321.8-152121,EW,EW,False,False,0.389861325365365,1.0550532080587807,3915,3879,False,False,False,False
229,CSS_J053626.1-031355,RS CVn,RS CVn,False,True,0.4005636969598805,1.2807470636804394,3138,605,False,False,False,False
230,CSS_J014452.0+380450,EA,EA,False,False,0.48482970706439316,1.1446134245972026,700,1707,False,False,False,False
231,CSS_J053500.8+053353,EW,EW,False,False,0.41677707216714144,1.4596393475320497,2333,196,False,False,False,False
232,CSS_J203510.2-191410,EW,EW,False,False,0.3737738152469786,0.9974187141612386,5620,6899,False,False,False,False
233,CSS_J081835.5+261436,EW,EW,False,False,0.3917609524965097,0.9935188350359825,3768,7114,False,False,False,False
234,CSS_J052840.7+073323,EA,EA,False,False,0.3993520014155416,1.024334734014946,3200,5299,False,False,False,False
235,CSS_J070554.0+542456,EW,EW,False,False,0.3845646175817832,1.041201923087375,4428,4482,False,False,False,False
236,CSS_J162010.3+031207,EW,EW,False,False,0.3765799828346872,1.1769560302851587,5287,1291,False,False,False,False
237,CSS_J040233.1+380442,EW,EW,False,False,0.3814313034160995,0.9999598877032101,4757,6766,False,False,False,False
238,CSS_J124710.6-034559,EW,EW,False,False,0.5011724623183137,1.0290571785015419,525,5056,False,False,False,False
239,CSS_J122512.5+103616,EW,EW,False,False,0.3579100715401163,1.028463427729775,7439,5087,False,False,False,False
240,CSS_J111546.9+211313,EW,EW,False,False,0.4458650101352591,1.0202460869366503,1423,5508,False,False,False,False
241,CSS_J082648.4-043610,EW,EW,False,False,0.45531075683468325,1.143731632715911,1210,1716,False,False,False,False
